state,city,total_records,anomalies,avg_score,anomaly_rate_percent
West_Bengal,Cooch_Behar,264840,489,0.0002885828013768108,0.18463978251019483
Maharashtra,Amravati,264840,444,0.00033063174499753584,0.1676483914816493
Dadra_Nagar_Haveli,Silvassa,264840,433,0.00020684510174472006,0.16349494034133816
Tripura,Dharmanagar,264840,381,0.00028889384408938533,0.14386044404168555
Daman_Diu,Daman,264840,373,0.00021748032729969897,0.14083975230327744
Uttarakhand,Roorkee,264840,333,0.00033820435814885643,0.12573629361123695
Nagaland,Mokokchung,264840,317,0.0004089827628270477,0.11969491013442078
Sikkim,Namchi,264840,300,0.0003402918322782421,0.11327594019030357
Meghalaya,Cherrapunji,264840,275,0.0003490674063887174,0.10383627850777828
Odisha,Bhubaneswar,264840,263,0.00024371492919109542,0.09930524090016614
West_Bengal,Durgapur,264840,261,0.00023895447469116622,0.0985500679655641
Telangana,Adilabad,264840,256,0.000301674198717965,0.09666213562905905
Meghalaya,Jowai,264840,230,0.000352120812081464,0.08684488747923275
Uttarakhand,Haridwar,264840,227,0.00033919337211276807,0.08571212807732971
Odisha,Berhampur,264840,209,0.000228271447573396,0.0789155716659115
West_Bengal,Asansol,264840,208,0.00024078384615945525,0.07853798519861048
Jharkhand,Dhanbad,264840,200,0.0003173274318109999,0.07551729346020239
Maharashtra,Mumbai,264840,196,0.00019330623260980552,0.07400694759099834
Telangana,Nizamabad,264840,192,0.0002890184728970743,0.0724966017217943
Jharkhand,Bokaro,264840,148,0.0002956507016315612,0.055882797160549766
Assam,Guwahati,264840,145,0.0002682747737575098,0.05475003775864673
Telangana,Karimnagar,264840,121,0.0002852022096174342,0.045687962543422445
Odisha,Rourkela,264840,119,0.0002752789486525576,0.04493278960882042
Jharkhand,Jamshedpur,264840,117,0.00024223164856790335,0.0441776166742184
Arunachal_Pradesh,Itanagar,264840,103,0.0003838272919778683,0.03889140613200423
Sikkim,Gangtok,264840,83,0.0003202237487301502,0.03133967678598399
West_Bengal,Siliguri,264840,76,0.00023842553909756136,0.028696571514876906
Odisha,Sambalpur,264840,67,0.00024035823542333125,0.0252982933091678
Telangana,Warangal,264840,65,0.00027620448674403044,0.024543120374565776
Assam,Tezpur,264840,54,0.0002554184778789951,0.020389669234254646
Andhra_Pradesh,Kurnool,264840,53,0.0002690173517828821,0.020012082766953633
Andhra_Pradesh,Vijayawada,264840,50,0.00018125502164228902,0.018879323365050597
West_Bengal,Darjeeling,264840,43,0.00044177616642801406,0.016236218093943513
Arunachal_Pradesh,Pasighat,264840,28,0.00027337093372134443,0.010572421084428334
Andhra_Pradesh,Nellore,264840,28,0.0001966085935902984,0.010572421084428334
Goa,Panaji,264840,26,0.00015578993548933013,0.00981724814982631
Assam,Nagaon,264840,25,0.00026086156764380786,0.009439661682525299
Andhra_Pradesh,Kakinada,264840,24,0.0001977750023009131,0.009062075215224287
Goa,Margao,264840,16,0.00014412255107835482,0.006041383476816191
Andhra_Pradesh,Visakhapatnam,264840,15,0.00016964347497482306,0.005663797009515179
Arunachal_Pradesh,Bomdila,264840,12,0.000580239646537202,0.004531037607612144
Goa,Vasco,264840,11,0.00015353363858662628,0.0041534511403111315
Telangana,Khammam,264840,9,0.00020448018041812805,0.003398278205709107
Karnataka,Mangaluru,264840,9,0.00012778725007271945,0.003398278205709107
Kerala,Thrissur,264840,7,0.0001447936000665015,0.0026431052711070836
Tamil_Nadu,Coimbatore,264840,7,0.000293919829785157,0.0026431052711070836
Meghalaya,Tura,264840,6,0.0003517539092727648,0.002265518803806072
Tamil_Nadu,Salem,264840,5,0.0002659914282013666,0.0018879323365050596
Assam,Jorhat,264840,4,0.00027442864517802934,0.0015103458692040477
Maharashtra,Ratnagiri,264840,2,0.00014574768884595754,0.0007551729346020238
Kerala,Kochi,264840,2,0.00012113145674984017,0.0007551729346020238
Andaman_Nicobar,Car_Nicobar,264840,1,0.00010561563645114551,0.0003775864673010119
Andhra_Pradesh,Tirupati,264840,0,0.00023263520696061404,0.0
Assam,Dibrugarh,264840,0,0.00024484163736739447,0.0
Andaman_Nicobar,Port_Blair,264840,0,0.00010737012361984274,0.0
Kerala,Kollam,264839,0,0.00011317844387412541,0.0
Lakshadweep,Kavaratti,264840,0,0.00011233549423004587,0.0
Kerala,Thiruvananthapuram,264840,0,0.00013502174166626568,0.0
Kerala,Kozhikode,264840,0,0.00014176648233657,0.0
Nagaland,Dimapur,264840,0,0.0002600680723003016,0.0
Tamil_Nadu,Thanjavur,264840,0,0.00018615916124103778,0.0
Tamil_Nadu,Tirunelveli,264840,0,0.00019726339068874054,0.0
Tamil_Nadu,Madurai,264840,0,0.00022887970384392471,0.0
Puducherry,Puducherry,264840,0,0.00014726806448852185,0.0
Puducherry,Karaikal,264840,0,0.00015189535388501004,0.0
Tamil_Nadu,Chennai,264840,0,0.00017584001002656223,0.0
Tamil_Nadu,Vellore,264840,0,0.0002574863662535823,0.0
